"forme";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68";"69";"70";"71";"72";"73";"74";"75";"76";"77";"78";"79";"80";"81";"82";"83";"84";"85";"86";"87";"88";"89";"90";"91";"92";"93";"94";"95";"96";"97";"98";"99";"100";"101";"31";"32";"33";"Z";"indice"
"recaser";"recase";"recases";"recase";"recasons";"recasez";"recasent";"ai recasé";"as recasé";"a recasé";"avons recasé";"avez recasé";"ont recasé";"recasais";"recasais";"recasait";"recasions";"recasiez";"recasaient";"recasai";"recasas";"recasa";"recasâmes";"recasâtes";"recasèrent";"avais recasé";"avais recasé";"avait recasé";"avions recasé";"aviez recasé";"avaient recasé";"recaserai";"recaseras";"recasera";"recaserons";"recaserez";"recaseront";"aurai recasé";"auras recasé";"aura recasé";"aurons recasé";"aurez recasé";"auront recasé";"eus recasé";"eus recasé";"eut recasé";"eûmes  recasé";"eûtes recasé";"eurent recasé";"aurais recasé";"aurais recasé";"aurait recasé";"aurions recasé";"auriez recasé";"auraient recasé";"recase";"recases";" recase";"recasions";"recasiez";"recasent";"aie recasé";"aies recasé";" ait recasé";"ayons recasé";"ayez recasé";"aient recasé";"eusse recasé";"eusses recasé";"est recasé";"eussions recasé";"eussiez recasé";"eussent recasé";"recaserais";"recaserais";"recaserait";"recaserions";"recaseriez";"recaseraient";"recasasse";"recasasses";"recasassions";" recasât";"recasassiez";"recasassent";"eusse recasé";"eusses recasé";" est recasé";"eussions recasé";"eussiez recasé";"eussent recasé";"ayons recasé";"ayez recasé";"aie recasé";"avoir recasé";"recasée";"recasé";"recasant";"ayant recasé";"recasons";"recasez";"recase";1;0
"recauser";"recause";"recauses";"recause";"recausons";"recausez";"recausent";"ai recausé";"as recausé";"a recausé";"avons recausé";"avez recausé";"ont recausé";"recausais";"recausais";"recausait";"recausions";"recausiez";"recausaient";"recausai";"recausas";"recausa";"recausâmes";"recausâtes";"recausèrent";"avais recausé";"avais recausé";"avait recausé";"avions recausé";"aviez recausé";"avaient recausé";"recauserai";"recauseras";"recausera";"recauserons";"recauserez";"recauseront";"aurai recausé";"auras recausé";"aura recausé";"aurons recausé";"aurez recausé";"auront recausé";"eus recausé";"eus recausé";"eut recausé";"eûmes  recausé";"eûtes recausé";"eurent recausé";"aurais recausé";"aurais recausé";"aurait recausé";"aurions recausé";"auriez recausé";"auraient recausé";"recause";"recauses";" recause";"recausions";"recausiez";"recausent";"aie recausé";"aies recausé";" ait recausé";"ayons recausé";"ayez recausé";"aient recausé";"eusse recausé";"eusses recausé";"est recausé";"eussions recausé";"eussiez recausé";"eussent recausé";"recauserais";"recauserais";"recauserait";"recauserions";"recauseriez";"recauseraient";"recausasse";"recausasses";"recausassions";" recausât";"recausassiez";"recausassent";"eusse recausé";"eusses recausé";" est recausé";"eussions recausé";"eussiez recausé";"eussent recausé";"ayons recausé";"ayez recausé";"aie recausé";"avoir recausé";"recausée";"recausé";"recausant";"ayant recausé";"recausons";"recausez";"recause";1;0
"rechristianiser";"rechristianise";"rechristianises";"rechristianise";"rechristianisons";"rechristianisez";"rechristianisent";"ai rechristianisé";"as rechristianisé";"a rechristianisé";"avons rechristianisé";"avez rechristianisé";"ont rechristianisé";"rechristianisais";"rechristianisais";"rechristianisait";"rechristianisions";"rechristianisiez";"rechristianisaient";"rechristianisai";"rechristianisas";"rechristianisa";"rechristianisâmes";"rechristianisâtes";"rechristianisèrent";"avais rechristianisé";"avais rechristianisé";"avait rechristianisé";"avions rechristianisé";"aviez rechristianisé";"avaient rechristianisé";"rechristianiserai";"rechristianiseras";"rechristianisera";"rechristianiserons";"rechristianiserez";"rechristianiseront";"aurai rechristianisé";"auras rechristianisé";"aura rechristianisé";"aurons rechristianisé";"aurez rechristianisé";"auront rechristianisé";"eus rechristianisé";"eus rechristianisé";"eut rechristianisé";"eûmes  rechristianisé";"eûtes rechristianisé";"eurent rechristianisé";"aurais rechristianisé";"aurais rechristianisé";"aurait rechristianisé";"aurions rechristianisé";"auriez rechristianisé";"auraient rechristianisé";;;;;;;"aie rechristianisé";"aies rechristianisé";;"ayons rechristianisé";"ayez rechristianisé";;"eusse rechristianisé";"eusses rechristianisé";"est rechristianisé";"eussions rechristianisé";"eussiez rechristianisé";"eussent rechristianisé";"rechristianiserais";"rechristianiserais";"rechristianiserait";"rechristianiserions";"rechristianiseriez";"rechristianiseraient";"rechristianisasse";"rechristianisasses";"rechristianisassions";" rechristianisât";"rechristianisassiez";"rechristianisassent";;;;;;;"ayons rechristianisé";"ayez rechristianisé";"aie rechristianisé";"avoir rechristianisé";"rechristianisée";"rechristianisé";"rechristianisant";;"rechristianisons";"rechristianisez";"rechristianise";1;0
"recomposer";"recompose";"recomposes";"recompose";"recomposons";"recomposez";"recomposent";"ai recomposé";"as recomposé";"a recomposé";"avons recomposé";"avez recomposé";"ont recomposé";"recomposais";"recomposais";"recomposait";"recomposions";"recomposiez";"recomposaient";"recomposai";"recomposas";"recomposa";"recomposâmes";"recomposâtes";"recomposèrent";"avais recomposé";"avais recomposé";"avait recomposé";"avions recomposé";"aviez recomposé";"avaient recomposé";"recomposerai";"recomposeras";"recomposera";"recomposerons";"recomposerez";"recomposeront";"aurai recomposé";"auras recomposé";"aura recomposé";"aurons recomposé";"aurez recomposé";"auront recomposé";"eus recomposé";"eus recomposé";"eut recomposé";"eûmes  recomposé";"eûtes recomposé";"eurent recomposé";"aurais recomposé";"aurais recomposé";"aurait recomposé";"aurions recomposé";"auriez recomposé";"auraient recomposé";"recompose";"recomposes";" recompose";"recomposions";"recomposiez";"recomposent";"aie recomposé";"aies recomposé";" ait recomposé";"ayons recomposé";"ayez recomposé";"aient recomposé";"eusse recomposé";"eusses recomposé";"est recomposé";"eussions recomposé";"eussiez recomposé";"eussent recomposé";"recomposerais";"recomposerais";"recomposerait";"recomposerions";"recomposeriez";"recomposeraient";"recomposasse";"recomposasses";"recomposassions";" recomposât";"recomposassiez";"recomposassent";"eusse recomposé";"eusses recomposé";" est recomposé";"eussions recomposé";"eussiez recomposé";"eussent recomposé";"ayons recomposé";"ayez recomposé";"aie recomposé";"avoir recomposé";"recomposée";"recomposé";"recomposant";"ayant recomposé";"recomposons";"recomposez";"recompose";1;2
"recreuser";"recreuse";"recreuses";"recreuse";"recreusons";"recreusez";"recreusent";"ai recreusé";"as recreusé";"a recreusé";"avons recreusé";"avez recreusé";"ont recreusé";"recreusais";"recreusais";"recreusait";"recreusions";"recreusiez";"recreusaient";"recreusai";"recreusas";"recreusa";"recreusâmes";"recreusâtes";"recreusèrent";"avais recreusé";"avais recreusé";"avait recreusé";"avions recreusé";"aviez recreusé";"avaient recreusé";"recreuserai";"recreuseras";"recreusera";"recreuserons";"recreuserez";"recreuseront";"aurai recreusé";"auras recreusé";"aura recreusé";"aurons recreusé";"aurez recreusé";"auront recreusé";"eus recreusé";"eus recreusé";"eut recreusé";"eûmes  recreusé";"eûtes recreusé";"eurent recreusé";"aurais recreusé";"aurais recreusé";"aurait recreusé";"aurions recreusé";"auriez recreusé";"auraient recreusé";"recreuse";"recreuses";" recreuse";"recreusions";"recreusiez";"recreusent";"aie recreusé";"aies recreusé";" ait recreusé";"ayons recreusé";"ayez recreusé";"aient recreusé";"eusse recreusé";"eusses recreusé";"est recreusé";"eussions recreusé";"eussiez recreusé";"eussent recreusé";"recreuserais";"recreuserais";"recreuserait";"recreuserions";"recreuseriez";"recreuseraient";"recreusasse";"recreusasses";"recreusassions";" recreusât";"recreusassiez";"recreusassent";"eusse recreusé";"eusses recreusé";" est recreusé";"eussions recreusé";"eussiez recreusé";"eussent recreusé";"ayons recreusé";"ayez recreusé";"aie recreusé";"avoir recreusé";"recreusée";"recreusé";"recreusant";"ayant recreusé";"recreusons";"recreusez";"recreuse";1;0
"recristalliser";"recristallise";"recristallises";"recristallise";"recristallisons";"recristallisez";"recristallisent";"ai recristallisé";"as recristallisé";"a recristallisé";"avons recristallisé";"avez recristallisé";"ont recristallisé";"recristallisais";"recristallisais";"recristallisait";"recristallisions";"recristallisiez";"recristallisaient";"recristallisai";"recristallisas";"recristallisa";"recristallisâmes";"recristallisâtes";"recristallisèrent";"avais recristallisé";"avais recristallisé";"avait recristallisé";"avions recristallisé";"aviez recristallisé";"avaient recristallisé";"recristalliserai";"recristalliseras";"recristallisera";"recristalliserons";"recristalliserez";"recristalliseront";"aurai recristallisé";"auras recristallisé";"aura recristallisé";"aurons recristallisé";"aurez recristallisé";"auront recristallisé";"eus recristallisé";"eus recristallisé";"eut recristallisé";"eûmes  recristallisé";"eûtes recristallisé";"eurent recristallisé";"aurais recristallisé";"aurais recristallisé";"aurait recristallisé";"aurions recristallisé";"auriez recristallisé";"auraient recristallisé";;;;;;;"aie recristallisé";"aies recristallisé";" ait recristallisé";"ayons recristallisé";"ayez recristallisé";"aient recristallisé";"eusse recristallisé";"eusses recristallisé";"est recristallisé";"eussions recristallisé";"eussiez recristallisé";"eussent recristallisé";"recristalliserais";"recristalliserais";"recristalliserait";"recristalliserions";"recristalliseriez";"recristalliseraient";"recristallisasse";"recristallisasses";"recristallisassions";" recristallisât";"recristallisassiez";"recristallisassent";;;;"eussions recristallisé";;;"ayons recristallisé";"ayez recristallisé";"aie recristallisé";"avoir recristallisé";"recristallisée";"recristallisé";"recristallisant";;"recristallisons";"recristallisez";"recristallise";1;5
"recroiser";"recroise";"recroises";"recroise";"recroisons";"recroisez";"recroisent";"ai recroisé";"as recroisé";"a recroisé";"avons recroisé";"avez recroisé";"ont recroisé";"recroisais";"recroisais";"recroisait";"recroisions";"recroisiez";"recroisaient";"recroisai";"recroisas";"recroisa";"recroisâmes";"recroisâtes";"recroisèrent";"avais recroisé";"avais recroisé";"avait recroisé";"avions recroisé";"aviez recroisé";"avaient recroisé";"recroiserai";"recroiseras";"recroisera";"recroiserons";"recroiserez";"recroiseront";"aurai recroisé";"auras recroisé";"aura recroisé";"aurons recroisé";"aurez recroisé";"auront recroisé";"eus recroisé";"eus recroisé";"eut recroisé";"eûmes  recroisé";"eûtes recroisé";"eurent recroisé";"aurais recroisé";"aurais recroisé";"aurait recroisé";"aurions recroisé";"auriez recroisé";"auraient recroisé";"recroise";"recroises";" recroise";"recroisions";"recroisiez";"recroisent";"aie recroisé";"aies recroisé";" ait recroisé";"ayons recroisé";"ayez recroisé";"aient recroisé";"eusse recroisé";"eusses recroisé";"est recroisé";"eussions recroisé";"eussiez recroisé";"eussent recroisé";"recroiserais";"recroiserais";"recroiserait";"recroiserions";"recroiseriez";"recroiseraient";"recroisasse";"recroisasses";"recroisassions";" recroisât";"recroisassiez";"recroisassent";"eusse recroisé";"eusses recroisé";" est recroisé";"eussions recroisé";"eussiez recroisé";"eussent recroisé";"ayons recroisé";"ayez recroisé";"aie recroisé";"avoir recroisé";"recroisée";"recroisé";"recroisant";"ayant recroisé";"recroisons";"recroisez";"recroise";1;0
"récuser";"récuse";"récuses";"récuse";"récusons";"récusez";"récusent";"ai récusé";"as récusé";"a récusé";"avons récusé";"avez récusé";"ont récusé";"récusais";"récusais";"récusait";"récusions";"récusiez";"récusaient";"récusai";"récusas";"récusa";"récusâmes";"récusâtes";"récusèrent";"avais récusé";"avais récusé";"avait récusé";"avions récusé";"aviez récusé";"avaient récusé";"récuserai";"récuseras";"récusera";"récuserons";"récuserez";"récuseront";"aurai récusé";"auras récusé";"aura récusé";"aurons récusé";"aurez récusé";"auront récusé";"eus récusé";"eus récusé";"eut récusé";"eûmes  récusé";"eûtes récusé";"eurent récusé";"aurais récusé";"aurais récusé";"aurait récusé";"aurions récusé";"auriez récusé";"auraient récusé";"récuse";"récuses";" récuse";"récusions";"récusiez";"récusent";"aie récusé";"aies récusé";" ait récusé";"ayons récusé";"ayez récusé";"aient récusé";"eusse récusé";"eusses récusé";"est récusé";"eussions récusé";"eussiez récusé";"eussent récusé";"récuserais";"récuserais";"récuserait";"récuserions";"récuseriez";"récuseraient";"récusasse";"récusasses";"récusassions";" récusât";"récusassiez";"récusassent";"eusse récusé";"eusses récusé";" est récusé";"eussions récusé";"eussiez récusé";"eussent récusé";"ayons récusé";"ayez récusé";"aie récusé";"avoir récusé";"récusée";"récusé";"récusant";"ayant récusé";"récusons";"récusez";"récuse";1;9
"rediffuser";"rediffuse";"rediffuses";"rediffuse";"rediffusons";"rediffusez";"rediffusent";"ai rediffusé";"as rediffusé";"a rediffusé";"avons rediffusé";"avez rediffusé";"ont rediffusé";"rediffusais";"rediffusais";"rediffusait";"rediffusions";"rediffusiez";"rediffusaient";"rediffusai";"rediffusas";"rediffusa";"rediffusâmes";"rediffusâtes";"rediffusèrent";"avais rediffusé";"avais rediffusé";"avait rediffusé";"avions rediffusé";"aviez rediffusé";"avaient rediffusé";"rediffuserai";"rediffuseras";"rediffusera";"rediffuserons";"rediffuserez";"rediffuseront";"aurai rediffusé";"auras rediffusé";"aura rediffusé";"aurons rediffusé";"aurez rediffusé";"auront rediffusé";"eus rediffusé";"eus rediffusé";"eut rediffusé";"eûmes  rediffusé";"eûtes rediffusé";"eurent rediffusé";"aurais rediffusé";"aurais rediffusé";"aurait rediffusé";"aurions rediffusé";"auriez rediffusé";"auraient rediffusé";"rediffuse";"rediffuses";" rediffuse";"rediffusions";"rediffusiez";"rediffusent";"aie rediffusé";"aies rediffusé";" ait rediffusé";"ayons rediffusé";"ayez rediffusé";"aient rediffusé";"eusse rediffusé";"eusses rediffusé";"est rediffusé";"eussions rediffusé";"eussiez rediffusé";"eussent rediffusé";"rediffuserais";"rediffuserais";"rediffuserait";"rediffuserions";"rediffuseriez";"rediffuseraient";"rediffusasse";"rediffusasses";"rediffusassions";" rediffusât";"rediffusassiez";"rediffusassent";"eusse rediffusé";"eusses rediffusé";" est rediffusé";"eussions rediffusé";"eussiez rediffusé";"eussent rediffusé";"ayons rediffusé";"ayez rediffusé";"aie rediffusé";"avoir rediffusé";"rediffusée";"rediffusé";"rediffusant";"ayant rediffusé";"rediffusons";"rediffusez";"rediffuse";1;0
"refuser";"refuse";"refuses";"refuse";"refusons";"refusez";"refusent";"ai refusé";"as refusé";"a refusé";"avons refusé";"avez refusé";"ont refusé";"refusais";"refusais";"refusait";"refusions";"refusiez";"refusaient";"refusai";"refusas";"refusa";"refusâmes";"refusâtes";"refusèrent";"avais refusé";"avais refusé";"avait refusé";"avions refusé";"aviez refusé";"avaient refusé";"refuserai";"refuseras";"refusera";"refuserons";"refuserez";"refuseront";"aurai refusé";"auras refusé";"aura refusé";"aurons refusé";"aurez refusé";"auront refusé";"eus refusé";"eus refusé";"eut refusé";"eûmes  refusé";"eûtes refusé";"eurent refusé";"aurais refusé";"aurais refusé";"aurait refusé";"aurions refusé";"auriez refusé";"auraient refusé";"refuse";"refuses";" refuse";"refusions";"refusiez";"refusent";"aie refusé";"aies refusé";" ait refusé";"ayons refusé";"ayez refusé";"aient refusé";"eusse refusé";"eusses refusé";"est refusé";"eussions refusé";"eussiez refusé";"eussent refusé";"refuserais";"refuserais";"refuserait";"refuserions";"refuseriez";"refuseraient";"refusasse";"refusasses";"refusassions";" refusât";"refusassiez";"refusassent";"eusse refusé";"eusses refusé";" est refusé";"eussions refusé";"eussiez refusé";"eussent refusé";"ayons refusé";"ayez refusé";"aie refusé";"avoir refusé";"refusée";"refusé";"refusant";"ayant refusé";"refusons";"refusez";"refuse";1;200
"regazonner";"regazonne";"regazonnes";"regazonne";"regazonnons";"regazonnez";"regazonnent";"ai regazonné";"as regazonné";"a regazonné";"avons regazonné";"avez regazonné";"ont regazonné";"regazonnais";"regazonnais";"regazonnait";"regazonnions";"regazonniez";"regazonnaient";"regazonnai";"regazonnas";"regazonna";"regazonnâmes";"regazonnâtes";"regazonnèrent";"avais regazonné";"avais regazonné";"avait regazonné";"avions regazonné";"aviez regazonné";"avaient regazonné";"regazonnerai";"regazonneras";"regazonnera";"regazonnerons";"regazonnerez";"regazonneront";"aurai regazonné";"auras regazonné";"aura regazonné";"aurons regazonné";"aurez regazonné";"auront regazonné";"eus regazonné";"eus regazonné";"eut regazonné";"eûmes  regazonné";"eûtes regazonné";"eurent regazonné";"aurais regazonné";"aurais regazonné";"aurait regazonné";"aurions regazonné";"auriez regazonné";"auraient regazonné";"regazonne";"regazonnes";" regazonne";"regazonnions";"regazonniez";"regazonnent";"aie regazonné";"aies regazonné";" ait regazonné";"ayons regazonné";"ayez regazonné";"aient regazonné";"eusse regazonné";"eusses regazonné";"est regazonné";"eussions regazonné";"eussiez regazonné";"eussent regazonné";"regazonnerais";"regazonnerais";"regazonnerait";"regazonnerions";"regazonneriez";"regazonneraient";"regazonnasse";"regazonnasses";"regazonnassions";" regazonnât";"regazonnassiez";"regazonnassent";"eusse regazonné";"eusses regazonné";" est regazonné";"eussions regazonné";"eussiez regazonné";"eussent regazonné";"ayons regazonné";"ayez regazonné";"aie regazonné";"avoir regazonné";"regazonnée";"regazonné";"regazonnant";"ayant regazonné";"regazonnons";"regazonnez";"regazonne";1;0
